customer_zone_id,customer_city,customer_state,demand,customer_latitude,customer_longitude,avg_freight_value_x,avg_actual_distance_km_x,seller_center_id,seller_zip_code_prefix,seller_city,seller_state,historical_orders,seller_latitude,seller_longitude,avg_freight_value_y,avg_actual_distance_km_y,warehouse_capacity,capacity_utilization_if_proportional,distance_km,cost_per_km_per_order,transportation_cost,allocated_demand,optimized_transportation_cost
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_13405_piracicaba_SP,13405,piracicaba,SP,1562,-22.708702100662567,-47.66470085247146,16.162823303457106,402.10211782744506,3688,0.4235357917570499,445.806840691509,1.0,3372528.749831266,269.0,119922.04014601593
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.4234972677595628,581.1537152448367,1.0,4396427.85582719,3313.0,1925362.258606144
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_8577_itaquaquecetuba_SP,8577,itaquaquecetuba,SP,1441,-23.48611145466222,-46.36672076531711,37.76691880638445,547.6086022236634,3402,0.4235743680188125,317.46313839755567,1.0,2401608.641977509,2967.0,941913.1316255477
salvador_BA,salvador,BA,1349,-12.959523034948807,-38.45821835564978,25.378613787991103,1402.125960689663,FC_14840_guariba_SP,14840,guariba,SP,1147,-21.36350170979939,-48.22960077888057,17.43456843940715,610.5904937641259,2708,0.423559822747415,1395.8139555884122,1.0,1882953.026088768,1349.0,1882953.0260887682
santo_andre_SP,santo andre,SP,870,-23.661437311247447,-46.52183635666706,14.210436781609197,234.744383980797,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,0.2683067596762794,1.0,233.4268809183631,870.0,233.4268809183631
santos_SP,santos,SP,810,-23.96376663568108,-46.3272193832866,15.74541975308642,223.8529063156973,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,39.28243236667502,1.0,31818.770217006764,810.0,31818.770217006764
sao_bernardo_do_campo_SP,sao bernardo do campo,SP,1037,-23.706925248117653,-46.5645913990011,13.702892960462874,205.925633266988,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,6.76380251330932,1.0,7014.063206301765,1037.0,7014.063206301765
sao_goncalo_RJ,sao goncalo,RJ,421,-22.82949712925306,-43.02709912169263,20.3012351543943,529.4060240167545,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.4234972677595628,608.7352030365782,1.0,256277.52047839944,421.0,256277.52047839944
sao_jose_dos_campos_SP,sao jose dos campos,SP,758,-23.21207391646352,-45.88491160494243,14.595237467018473,249.0887151040449,FC_13232_campo_limpo_paulista_SP,13232,campo limpo paulista,SP,1177,-23.21174633273221,-46.762875138051314,19.43606627017842,508.7518574552949,2779,0.4235336451961137,89.72254549131937,1.0,68009.68948242009,758.0,68009.68948242009
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_3204_sao_paulo_SP,3204,sao paulo,SP,1415,-23.59549859480055,-46.55972696351708,23.732226148409893,569.47353801252,3341,0.4235258904519605,7.996017015853918,1.0,138802.85937820817,3341.0,26714.69284996794
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_3426_sao_paulo_SP,3426,sao paulo,SP,1152,-23.552336441109286,-46.53686856423848,17.834270833333335,622.6592477369251,2720,0.4235294117647059,10.12581443897704,1.0,175774.01284620244,2433.0,24636.10653003114
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_4160_sao_paulo_SP,4160,sao paulo,SP,1210,-23.62547545562188,-46.61200044104113,14.520239669421484,666.5871107099737,2857,0.4235211760588029,6.3522080313631735,1.0,110267.97921643332,2857.0,18148.258345604587
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_4782_sao_paulo_SP,4782,sao paulo,SP,1485,-23.69101304628181,-46.703810106207634,16.803589225589224,488.1816857357616,3506,0.4235596120935539,15.031276304620468,1.0,260927.9253719067,3506.0,52699.65472399936
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_5849_sao_paulo_SP,5849,sao paulo,SP,2004,-23.65236617784017,-46.75575337195746,13.733612774451098,600.1033323270341,4732,0.4234995773457312,15.300011876026396,1.0,265592.9061559422,3902.0,59700.646340255
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,14.886073819668445,1.0,258407.35543562451,1320.0,19649.617441962346
sorocaba_SP,sorocaba,SP,687,-23.488065433500964,-47.46506817530658,15.134978165938865,225.39378553350613,FC_13405_piracicaba_SP,13405,piracicaba,SP,1562,-22.708702100662567,-47.66470085247146,16.162823303457106,402.10211782744506,3688,0.4235357917570499,89.03415147712452,1.0,61166.46206478455,687.0,61166.46206478455
vitoria_ES,vitoria,ES,417,-20.28815532367793,-40.29945292095655,22.40357314148681,812.1396607980214,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.4234972677595628,900.1963483792704,1.0,375381.8772741557,417.0,375381.87727415573
